ID,Dataset,Direction,Train,Avg_Speed,Component,Num_Trip,Engine_Status,Accel_Path,Vel_Path,Scores_Path,UnifiedScore_Path,is_ABU-B_enabled,is_ABU-A_enabled,N_acc,N_vel,N_discrepance,Reference_Bearing,Bearing_Columns,Weldings,Wheel_Fault
2a6f3da5-03ea-46f3-a975-bedeaf9299b0,Estratto_Rettilineo_AR,Ritorno,005,A,X,2,,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Rettilineo_X_A2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_A2.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Scores_X_A2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/UnifiedScore_X_A2_005.txt,False,False,145457,145457,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[16127, 33261, 50484, 67568, 84577, 101505, 118243, 134458]",True
9d6c1a13-1f00-4df4-b03f-fed619649030,Estratto_Rettilineo_AR,Ritorno,005,A,X,1,,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Rettilineo_X_A1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_A1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Scores_X_A1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/UnifiedScore_X_A1_005.txt,False,False,145577,145577,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[1466, 16234, 30781, 45682, 62490, 79697, 96465, 113625, 130672]",False
8ac8fe9b-8441-4de0-bc99-d38a59a7df19,Estratto_Rettilineo_AR,Ritorno,005,A,Y,1,,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Rettilineo_Y_A1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_A1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Scores_Y_A1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/UnifiedScore_Y_A1_005.txt,False,False,145577,145577,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[1466, 16234, 30781, 45682, 62490, 79697, 96465, 113625, 130672]",False
f8d3888d-5308-4cc5-9a20-d900f6fa46bd,Estratto_Rettilineo_AR,Ritorno,005,A,Y,2,,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Rettilineo_Y_A2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_A2.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Scores_Y_A2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/UnifiedScore_Y_A2_005.txt,False,False,145457,145457,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[16127, 33261, 50484, 67568, 84577, 101505, 118243, 134458]",True
34978978-ae5d-48b3-b11f-359f9879f674,Estratto_Rettilineo_AR,Ritorno,005,A,Z,1,,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Rettilineo_Z_A1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_A1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Scores_Z_A1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/UnifiedScore_Z_A1_005.txt,False,False,145577,145577,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[1466, 16234, 30781, 45682, 62490, 79697, 96465, 113625, 130672]",False
022824aa-bd56-46c2-b51f-248876b1ac22,Estratto_Rettilineo_AR,Ritorno,005,A,Z,2,,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Rettilineo_Z_A2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_A2.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/Scores_Z_A2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/A/UnifiedScore_Z_A2_005.txt,False,False,145457,145457,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[16127, 33261, 50484, 67568, 84577, 101505, 118243, 134458]",True
6de51b18-b19c-40a7-b422-cb20b2c78352,Estratto_Rettilineo_AR,Ritorno,005,C,X,2,,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Rettilineo_X_C2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_C2.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Scores_X_C2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/UnifiedScore_X_C2_005.txt,False,False,48683,48683,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[71, 5836, 11449, 17172, 22830, 28568, 34288, 40025, 45710]",False
d9b4f791-5ce4-49f1-acbe-f7c514fc976c,Estratto_Rettilineo_AR,Ritorno,005,C,Y,1,,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Rettilineo_Y_C1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_C1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Scores_Y_C1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/UnifiedScore_Y_C1_005.txt,False,False,48802,48802,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[1633, 7400, 13000, 18724, 24412, 30094, 35782, 41531, 47209]",False
7bda453d-644f-4c30-a794-44dea54af36c,Estratto_Rettilineo_AR,Ritorno,005,C,Z,2,,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Rettilineo_Z_C2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_C2.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Scores_Z_C2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/UnifiedScore_Z_C2_005.txt,False,False,48683,48683,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[71, 5836, 11449, 17172, 22830, 28568, 34288, 40025, 45710]",False
db414136-c0b1-47df-8913-72b11072c24d,Estratto_Rettilineo_AR,Ritorno,005,C,Z,1,,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Rettilineo_Z_C1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_C1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Scores_Z_C1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/UnifiedScore_Z_C1_005.txt,False,False,48802,48802,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[1633, 7400, 13000, 18724, 24412, 30094, 35782, 41531, 47209]",False
