,UUID,Train,Direction,Speed,Num_Trip,Component,Side,Sensor,Cluster Centroids,PD,ED,PFA
36,74f0a228-bbb9-4b01-be2f-36b80a9e2a64,5,Ritorno,A,1,Z,S,0,"[4703, 5030, 5322, 11569, 18466, 22337, 22431, 28794, 35650, 37311, 38977, 39288, 49246, 50608, 55476, 67586, 69143, 74831, 76841, 84628, 91347, 91442, 97730, 101469, 108369, 118596, 120246, 123424, 127253, 128889, 132760, 135549, 135664, 137842, 137901, 138107, 143911]",0.7777777777777778,0.1111111111111111,0.7837837837837838
37,74f0a228-bbb9-4b01-be2f-36b80a9e2a64,5,Ritorno,A,1,Z,S,1,"[3290, 3561, 3683, 5470, 6915, 15082, 16332, 17547, 18709, 21929, 22972, 24017, 28240, 32607, 34851, 35410, 37119, 38262, 41773, 42970, 45409, 46662, 47944, 49251, 50612, 54767, 57539, 60289, 62983, 64302, 65623, 70934, 72304, 73679, 75071, 76448, 77821, 79210, 81970, 86120, 88860, 91417, 91597, 92951, 94299, 96961, 98276, 103615, 104974, 106358, 107747, 110517, 117402, 120171, 121554, 122912, 124299, 125663, 127031, 133871, 135630, 137954, 139319, 140663, 142043]",0.3333333333333333,0.5555555555555556,0.8769230769230769
38,74f0a228-bbb9-4b01-be2f-36b80a9e2a64,5,Ritorno,A,1,Z,S,2,"[1556, 1992, 3438, 4407, 4855, 6265, 7216, 8591, 11279, 16230, 16609, 17349, 18419, 19473, 22876, 23984, 24685, 27903, 28286, 29028, 32355, 33474, 36914, 37298, 38109, 41668, 42898, 43276, 46730, 48500, 50860, 52246, 53633, 54056, 54997, 55430, 59107, 63513, 64418, 64821, 67069, 68407, 68826, 72536, 72958, 74350, 76682, 78069, 78491, 79451, 79878, 82204, 83587, 85392, 86314, 88136, 91782, 92187, 94441, 94873, 97059, 98811, 100134, 102867, 108410, 110735, 112114, 112540, 113936, 114871, 119428, 121764, 123128, 123566, 125878, 126300, 127230, 127662, 128604, 129022, 129963, 132690, 135577, 139516, 140873, 141287, 143592, 144022, 146336]",0.4444444444444444,0.4444444444444444,0.9101123595505618
39,74f0a228-bbb9-4b01-be2f-36b80a9e2a64,5,Ritorno,A,1,Z,S,3,"[2876, 3197, 3971, 6316, 9058, 15252, 16161, 17486, 18481, 21002, 21109, 21406, 25213, 26791, 27585, 27683, 30073, 32365, 34736, 42938, 44738, 49241, 50525, 52090, 52473, 55716, 59203, 59253, 62343, 67333, 67522, 71149, 74754, 76744, 80338, 82112, 84547, 88216, 88541, 89900, 91186, 91261, 93134, 94739, 95101, 99312, 101310, 104805, 105037, 108286, 110697, 113124, 118451, 120167, 123600, 127153, 128750, 135396, 135515, 137984, 143756, 143920]",0.8888888888888888,0.4444444444444444,0.8064516129032258
40,2dbeadcf-9237-49a8-b135-cbc876719bef,5,Ritorno,A,2,Z,N,0,"[4704, 5551, 7139, 9233, 15879, 17929, 24477, 24560, 28597, 32501, 36394, 40245, 52537, 55513, 55724, 58753, 67686, 76420, 86783, 93301, 96131, 101657, 104607, 110218, 117313, 126947, 132147, 142717, 143259]",0.875,0.125,0.7241379310344828
41,2dbeadcf-9237-49a8-b135-cbc876719bef,5,Ritorno,A,2,Z,N,1,"[3325, 3592, 4044, 8235, 11201, 14074, 16751, 19378, 20735, 22124, 23561, 28980, 29394, 32098, 33381, 37016, 40050, 40681, 40847, 41826, 46044, 48661, 49579, 52569, 54029, 56927, 58386, 61206, 62536, 65115, 67740, 69090, 71501, 71934, 74831, 76256, 77631, 78963, 84133, 86797, 89749, 91175, 92561, 93342, 96640, 101791, 104569, 107443, 110673, 111242, 114272, 115515, 116780, 118059, 127776, 130488, 131794, 133065, 135519, 136746, 137997, 139274, 143258]",0.625,0.375,0.873015873015873
42,2dbeadcf-9237-49a8-b135-cbc876719bef,5,Ritorno,A,2,Z,N,2,"[1540, 1695, 1896, 2124, 3936, 4838, 6297, 9247, 11694, 12093, 13470, 14768, 16069, 18756, 23132, 27465, 28803, 28901, 30100, 30461, 31407, 33263, 36415, 37941, 38398, 40417, 46664, 47950, 48680, 52557, 54987, 55876, 58798, 59251, 64415, 65563, 65745, 67129, 68380, 71431, 74284, 78284, 80831, 82149, 84900, 86826, 93243, 95923, 97186, 98491, 102618, 104028, 108274, 110143, 110567, 113507, 117054, 117404, 120163, 121587, 123015, 124384, 126924, 132081, 132285, 133341, 133475, 133676, 139959, 142751, 145500]",0.625,0.375,0.8873239436619719
43,2dbeadcf-9237-49a8-b135-cbc876719bef,5,Ritorno,A,2,Z,N,3,"[2016, 4329, 4822, 6308, 7302, 8727, 11544, 13344, 14651, 17659, 21658, 22594, 24776, 28629, 28798, 30221, 30345, 32107, 36594, 36847, 40169, 40448, 46822, 48617, 52585, 55867, 58745, 59178, 63821, 71291, 74135, 76140, 76245, 77150, 79326, 84348, 86600, 86851, 91906, 93163, 95738, 96580, 101518, 102265, 102569, 106327, 108184, 110075, 116975, 119817, 121882, 122954, 123830, 126888, 128169, 131619, 131902, 135692, 138165, 139848, 142636, 143193]",0.875,0.5,0.8225806451612904
44,2dbeadcf-9237-49a8-b135-cbc876719bef,5,Ritorno,A,2,Z,S,0,"[4709, 4997, 16119, 20711, 20885, 22632, 25503, 26928, 29924, 64200, 65541, 67274, 72333, 75067, 85050, 89392, 96386, 100645, 106349, 109596, 116945, 123117, 124869, 127770, 136651, 139575]",0.75,0.0,0.7692307692307693
45,2dbeadcf-9237-49a8-b135-cbc876719bef,5,Ritorno,A,2,Z,S,1,"[3297, 3597, 4076, 5422, 14067, 16767, 18061, 19379, 20733, 29390, 36067, 37448, 40336, 41809, 43245, 46050, 51273, 54017, 55467, 56940, 58382, 59807, 61194, 62558, 63844, 67739, 69085, 70490, 71923, 73374, 74825, 76242, 77622, 78962, 81528, 84131, 85471, 86857, 88287, 89736, 91167, 97923, 101791, 104561, 106417, 114265, 115527, 118070, 119377, 122129, 124980, 127776, 129147, 130490, 131793, 133070, 137996, 139285, 139509, 141946, 144709, 147488]",0.625,0.25,0.8870967741935484
46,2dbeadcf-9237-49a8-b135-cbc876719bef,5,Ritorno,A,2,Z,S,2,"[1658, 2114, 3045, 3479, 4426, 5855, 6308, 8802, 9247, 11681, 13056, 14373, 21175, 21609, 24597, 27014, 29373, 29712, 30102, 30994, 32304, 32722, 35466, 39875, 40846, 41301, 42283, 46259, 46663, 47545, 48870, 50659, 53516, 56429, 57836, 62723, 63995, 65748, 67116, 69515, 72439, 74263, 75224, 76578, 76983, 78266, 79528, 82139, 83071, 84881, 88778, 90188, 92946, 94251, 94662, 95918, 97196, 99413, 100759, 102593, 105476, 106451, 108282, 109216, 109639, 110550, 112268, 115669, 116980, 118331, 118758, 119715, 121141, 121589, 123966, 128074, 130676, 131061, 131910, 132274, 133111, 133492, 134332, 138186, 139397, 139536, 140931, 142735, 143689, 144129, 145080]",0.5,0.75,0.8901098901098901
47,2dbeadcf-9237-49a8-b135-cbc876719bef,5,Ritorno,A,2,Z,S,3,"[2296, 5027, 9892, 14263, 15921, 20707, 21213, 21510, 23110, 25610, 25698, 29482, 29704, 39930, 40263, 42177, 42618, 44148, 49326, 51587, 54028, 54101, 54499, 55385, 57367, 57750, 59942, 60076, 60117, 60475, 62538, 63804, 63855, 67088, 68712, 71670, 72360, 72461, 74061, 76228, 76328, 79557, 81472, 86985, 89492, 93405, 94688, 95977, 99860, 100736, 106434, 110048, 113031, 119809, 123159, 124855, 127419, 127598, 127909, 131411, 132860, 135182, 136488, 139297, 141584]",0.875,0.625,0.8153846153846154
48,255c70f3-2267-46b9-93e8-7141b36f3d79,5,Ritorno,C,2,X,N,0,"[1619, 2968, 8663, 13688, 31464, 37178]",0.3333333333333333,0.1111111111111111,0.3333333333333333
49,255c70f3-2267-46b9-93e8-7141b36f3d79,5,Ritorno,C,2,X,N,1,"[1515, 1628, 4369, 5274, 8659, 10769, 11218, 13054, 13680, 13756, 20053, 24033, 24482, 25736, 29402, 32605, 34897, 37156, 41910, 42234, 42362, 43616, 43730, 44652, 48590]",0.5555555555555556,0.4444444444444444,0.64
50,255c70f3-2267-46b9-93e8-7141b36f3d79,5,Ritorno,C,2,X,N,2,"[2932, 3905, 4824, 5739, 8625, 12576, 13659, 18541, 20016, 21663, 23565, 24036, 24420, 25719, 28612, 29956, 31411, 34560, 35002, 35939, 37143, 39508, 41901, 43279, 43715, 48571]",0.8888888888888888,0.5555555555555556,0.5
51,255c70f3-2267-46b9-93e8-7141b36f3d79,5,Ritorno,C,2,X,N,3,"[2916, 8606, 12101, 13628, 19984, 21604, 21657, 24445, 27200, 29267, 30839, 31387, 33018, 35890, 37103, 40027, 42426, 42849, 44603, 48558]",0.7777777777777778,0.2222222222222222,0.55
52,255c70f3-2267-46b9-93e8-7141b36f3d79,5,Ritorno,C,2,X,S,0,"[1622, 7478, 13080, 24454, 30185, 35897]",0.5555555555555556,0.0,0.16666666666666666
53,255c70f3-2267-46b9-93e8-7141b36f3d79,5,Ritorno,C,2,X,S,1,"[1511, 1610, 1699, 2068, 4359, 4818, 8017, 10312, 10767, 14887, 16250, 21735, 23567, 28149, 28607, 31367, 33187, 33634, 40520, 43278, 44190]",0.1111111111111111,0.2222222222222222,0.8571428571428571
54,255c70f3-2267-46b9-93e8-7141b36f3d79,5,Ritorno,C,2,X,S,2,"[7557, 10314, 11521, 13051, 16097, 18089, 18378, 18765, 21587, 26630, 27535, 31201, 33035, 33483, 33649, 35788, 35903, 37120, 42664, 43128, 47317]",0.5555555555555556,0.3333333333333333,0.6190476190476191
55,255c70f3-2267-46b9-93e8-7141b36f3d79,5,Ritorno,C,2,X,S,3,"[1648, 3880, 4331, 7069, 7394, 7536, 12121, 13034, 16688, 18729, 21655, 21708, 24406, 28116, 29485, 30153, 31336, 33605, 35452, 35863, 37104, 40498, 41411, 41586, 43237, 47293]",1.0,0.3333333333333333,0.5384615384615384
56,56b7a340-1a0e-43f5-bfc9-e6f44906335a,5,Ritorno,C,2,Z,N,0,"[1609, 2975, 8657, 13683, 25751, 36135, 37162, 48610]",0.4444444444444444,0.2222222222222222,0.25
57,56b7a340-1a0e-43f5-bfc9-e6f44906335a,5,Ritorno,C,2,Z,N,1,"[1513, 1622, 2076, 4371, 5275, 7566, 8663, 10764, 11214, 13057, 13681, 13971, 16247, 19455, 21721, 24037, 24940, 25741, 27240, 29404, 35926, 37167, 41912, 42370, 43733, 44648, 48593]",0.5555555555555556,0.6666666666666666,0.5925925925925926
58,56b7a340-1a0e-43f5-bfc9-e6f44906335a,5,Ritorno,C,2,Z,N,2,"[2938, 5737, 8624, 10770, 13024, 13650, 16237, 16672, 20017, 23578, 24033, 24416, 25712, 29959, 31399, 34564, 35946, 37140, 39484, 41902, 43279, 43715, 48568]",0.8888888888888888,0.5555555555555556,0.43478260869565216
59,56b7a340-1a0e-43f5-bfc9-e6f44906335a,5,Ritorno,C,2,Z,N,3,"[2921, 6461, 8608, 12111, 13627, 19989, 21664, 24368, 24456, 25703, 27206, 29263, 31399, 35890, 37108, 40033, 42328, 42846, 44602, 45080, 48551]",0.8888888888888888,0.2222222222222222,0.5238095238095238
60,56b7a340-1a0e-43f5-bfc9-e6f44906335a,5,Ritorno,C,2,Z,S,0,"[1623, 13078, 18767, 24404, 30197, 35903, 41651, 47330]",0.7777777777777778,0.0,0.125
61,56b7a340-1a0e-43f5-bfc9-e6f44906335a,5,Ritorno,C,2,Z,S,1,"[1583, 1703, 2070, 4357, 4819, 8027, 10307, 10770, 14884, 15796, 16255, 21734, 28148, 28609, 31370, 33194, 33632, 40526, 43279, 44191, 47336]",0.2222222222222222,0.2222222222222222,0.8095238095238095
62,56b7a340-1a0e-43f5-bfc9-e6f44906335a,5,Ritorno,C,2,Z,S,2,"[4226, 5119, 6054, 7574, 10315, 11080, 11528, 13052, 16107, 18389, 18767, 21582, 24348, 24461, 26627, 27544, 31207, 33037, 33497, 33651, 35792, 35905, 37124, 39010, 42669, 43105, 44959, 46794, 47313]",0.6666666666666666,0.3333333333333333,0.6896551724137931
63,56b7a340-1a0e-43f5-bfc9-e6f44906335a,5,Ritorno,C,2,Z,S,3,"[1640, 3879, 6628, 7405, 7551, 10298, 12125, 13029, 16686, 18727, 21662, 21714, 24407, 28119, 28586, 29493, 30156, 33613, 35865, 37110, 39133, 41421, 41601, 43247, 44163, 45080, 47293]",1.0,0.2222222222222222,0.5925925925925926
64,449d6377-95d5-43cb-90d6-9c68ee987428,5,Ritorno,C,2,Y,N,0,"[1611, 2976, 8671, 13095, 35901, 37153, 39184]",0.3333333333333333,0.3333333333333333,0.14285714285714285
65,449d6377-95d5-43cb-90d6-9c68ee987428,5,Ritorno,C,2,Y,N,1,"[1519, 1620, 1697, 2079, 3453, 5284, 7562, 8026, 8948, 10316, 10778, 11221, 13060, 13758, 16264, 18546, 19004, 21290, 23578, 25867, 28157, 28627, 29981, 33648, 35818, 35918, 36859, 37152, 37321, 39161, 39614, 42370, 44520, 44649, 45444, 46942, 47401]",0.4444444444444444,0.7777777777777778,0.7027027027027027
66,449d6377-95d5-43cb-90d6-9c68ee987428,5,Ritorno,C,2,Y,N,2,"[2084, 3911, 6041, 6657, 8625, 8947, 11538, 13057, 15344, 18198, 18941, 20011, 25862, 29224, 31420, 33043, 37134, 37768, 39147, 42651, 43225, 43315, 46934]",0.6666666666666666,0.4444444444444444,0.5652173913043478
67,449d6377-95d5-43cb-90d6-9c68ee987428,5,Ritorno,C,2,Y,N,3,"[1658, 3761, 5438, 7389, 7522, 7594, 7882, 8620, 9553, 13037, 16871, 18933, 21247, 21317, 25108, 30155, 31462, 31816, 33804, 35640, 37094, 39133, 41598, 43298, 48560]",0.5555555555555556,0.7777777777777778,0.52
68,449d6377-95d5-43cb-90d6-9c68ee987428,5,Ritorno,C,2,Y,S,0,"[1617, 31469, 37151, 39167]",0.1111111111111111,0.0,0.75
69,449d6377-95d5-43cb-90d6-9c68ee987428,5,Ritorno,C,2,Y,S,1,"[1636, 3456, 3913, 7571, 8014, 8462, 8925, 10315, 11233, 15802, 19006, 21717, 24486, 27686, 29989, 30884, 32743, 33202, 36802, 37144, 42360, 44520, 47393]",0.6666666666666666,0.3333333333333333,0.6086956521739131
70,449d6377-95d5-43cb-90d6-9c68ee987428,5,Ritorno,C,2,Y,S,2,"[2087, 3910, 6358, 8634, 13061, 15047, 18765, 20019, 24341, 24465, 29958, 29995, 30190, 30753, 31430, 34271, 34727, 35803, 37143, 39146, 47236, 47390]",0.7777777777777778,0.4444444444444444,0.5
71,449d6377-95d5-43cb-90d6-9c68ee987428,5,Ritorno,C,2,Y,S,3,"[7412, 8618, 12114, 12231, 13036, 16601, 18734, 20005, 24438, 29489, 30168, 31420, 33623, 35878, 37102, 39039, 39123, 42703, 45072, 47284, 48007, 48066]",0.7777777777777778,0.5555555555555556,0.45454545454545453
72,183a6a37-1e5f-454a-9949-0d10438928e3,5,Ritorno,B,1,Z,N,0,"[2031, 2361, 4794, 13298, 19516, 19996, 20883, 21176, 21274, 24259, 25666, 30322, 36989, 38872, 47361, 49204, 53992, 55910, 64454, 67716, 72939]",0.8888888888888888,0.3333333333333333,0.47619047619047616
73,183a6a37-1e5f-454a-9949-0d10438928e3,5,Ritorno,B,1,Z,N,1,"[1684, 2040, 2731, 13354, 21174, 30358, 49154, 53947, 62845, 72957]",0.3333333333333333,0.3333333333333333,0.4
74,183a6a37-1e5f-454a-9949-0d10438928e3,5,Ritorno,B,1,Z,N,2,"[1786, 2461, 3802, 4813, 7923, 9250, 9945, 12012, 13326, 15408, 20195, 20866, 21159, 21246, 21361, 25430, 25648, 26316, 30338, 32465, 33159, 34542, 35202, 37954, 40663, 44065, 46161, 46840, 48892, 50945, 52298, 55022, 55921, 59840, 62570, 64451, 64957, 65302, 66670, 67333, 72117, 72934]",0.6666666666666666,0.4444444444444444,0.7619047619047619
75,183a6a37-1e5f-454a-9949-0d10438928e3,5,Ritorno,B,1,Z,N,3,"[2097, 4799, 13302, 15426, 20855, 21189, 21262, 21380, 25262, 25433, 30087, 30327, 32823, 36970, 38833, 40649, 46434, 47356, 49572, 49813, 51948, 52631, 55884, 62894, 64442, 64935, 66985, 72904]",0.8888888888888888,0.2222222222222222,0.6428571428571429
76,183a6a37-1e5f-454a-9949-0d10438928e3,5,Ritorno,B,1,Z,S,0,"[2088, 2367, 2527, 2607, 2970, 8733, 10551, 11481, 19927, 22072, 28093, 28515, 32889, 36964, 45511, 51367, 54028, 62572, 67730, 67799, 69652, 71085]",1.0,0.1111111111111111,0.5454545454545454
77,183a6a37-1e5f-454a-9949-0d10438928e3,5,Ritorno,B,1,Z,S,1,"[1680, 2022, 2728, 2969, 13637, 19794, 19983, 30022, 35484, 41627, 49159, 54040, 60784, 64888]",0.3333333333333333,0.3333333333333333,0.5714285714285714
78,183a6a37-1e5f-454a-9949-0d10438928e3,5,Ritorno,B,1,Z,S,2,"[1559, 1778, 2949, 5647, 5858, 7690, 9062, 9285, 11994, 13377, 15875, 22908, 23623, 24766, 26318, 27719, 29746, 30432, 32942, 35876, 38623, 39757, 41373, 43199, 47524, 50028, 52278, 53458, 54040, 55516, 59827, 61869, 64623, 65085, 65770, 66669, 67130, 67810, 71188, 71437]",0.4444444444444444,0.6666666666666666,0.75
79,183a6a37-1e5f-454a-9949-0d10438928e3,5,Ritorno,B,1,Z,S,3,"[2585, 2943, 10300, 10959, 11473, 12349, 19941, 26670, 28478, 32837, 35536, 36959, 42372, 45489, 51251, 53998, 60837, 62546, 64940, 66635, 67665, 71051]",1.0,0.1111111111111111,0.5454545454545454
80,3b8fe090-2247-4115-b45b-2eb5da6c3a8e,5,Ritorno,B,2,X,N,0,"[2054, 2374, 4808, 13316, 19522, 19992, 20878, 21053, 21183, 21273, 21396, 25663, 30331, 36302, 36992, 38850, 43621, 46432, 49797, 52520, 54007, 55924, 62521, 64460, 64974, 67099, 67713, 67793, 72947]",0.8888888888888888,0.4444444444444444,0.5862068965517241
81,3b8fe090-2247-4115-b45b-2eb5da6c3a8e,5,Ritorno,B,2,X,N,1,"[1659, 1890, 2117, 13332, 21184, 30356, 39647, 49225, 60187, 62932, 72964]",0.3333333333333333,0.1111111111111111,0.6363636363636364
82,3b8fe090-2247-4115-b45b-2eb5da6c3a8e,5,Ritorno,B,2,X,N,2,"[2604, 3935, 4817, 10081, 12145, 13331, 16003, 16916, 18974, 20866, 20962, 21203, 25093, 26492, 28526, 29227, 30348, 34674, 36033, 40821, 42884, 46307, 47401, 47672, 49712, 52447, 55922, 59297, 59995, 62725, 63408, 64461, 64761, 69509, 72949]",0.7777777777777778,0.3333333333333333,0.7142857142857143
83,3b8fe090-2247-4115-b45b-2eb5da6c3a8e,5,Ritorno,B,2,X,N,3,"[2191, 4377, 4778, 10531, 11234, 13302, 16325, 16641, 16699, 20854, 20990, 21138, 21256, 21348, 24202, 30321, 32822, 34244, 36962, 39837, 43273, 46742, 47371, 49153, 53951, 55900, 59578, 64439, 65118, 67069, 67174, 70490, 70620, 72927]",0.7777777777777778,0.4444444444444444,0.6764705882352942
84,3b8fe090-2247-4115-b45b-2eb5da6c3a8e,5,Ritorno,B,2,X,S,0,"[2080, 2363, 2506, 2965, 8731, 9385, 11486, 13196, 16474, 19960, 26531, 28091, 28499, 32878, 36966, 45510, 54039, 62576, 68976, 71085]",1.0,0.1111111111111111,0.5
85,3b8fe090-2247-4115-b45b-2eb5da6c3a8e,5,Ritorno,B,2,X,S,1,"[1706, 2092, 2807, 19979, 23960, 30092, 32839, 35557, 42385, 49217, 54031, 64954]",0.3333333333333333,0.2222222222222222,0.5833333333333334
86,3b8fe090-2247-4115-b45b-2eb5da6c3a8e,5,Ritorno,B,2,X,S,2,"[1679, 1910, 5776, 8039, 9400, 12136, 12836, 13304, 15572, 15982, 19972, 24449, 27163, 27843, 30347, 30566, 33298, 35114, 35148, 36964, 39230, 41967, 46303, 46975, 49705, 51743, 53603, 54029, 55199, 55647, 59760, 61821, 64749, 66563, 66601, 66797, 71081, 71367]",0.4444444444444444,0.6666666666666666,0.7368421052631579
87,3b8fe090-2247-4115-b45b-2eb5da6c3a8e,5,Ritorno,B,2,X,S,3,"[2940, 10548, 11474, 19847, 19943, 23707, 28318, 28480, 30273, 36949, 40124, 41972, 42639, 45490, 52904, 54016, 55653, 55812, 55914, 59762, 62560, 67254, 69476, 71057, 72718]",1.0,0.3333333333333333,0.52
88,4e0546e5-27a8-49e5-99dc-9c19edc4cf18,5,Ritorno,B,2,Y,N,0,"[2066, 2386, 2618, 2971, 4821, 9079, 10441, 11119, 13353, 15862, 19963, 25455, 25639, 27069, 27503, 30358, 36975, 40536, 49356, 53466, 54061, 55911, 59525, 62577, 64452, 64865, 64933, 71091, 72968]",0.6666666666666666,0.7777777777777778,0.5517241379310345
89,4e0546e5-27a8-49e5-99dc-9c19edc4cf18,5,Ritorno,B,2,Y,N,1,"[1669, 2011, 2093, 4168, 7574, 8260, 28055, 32839, 35571, 50601, 54048]",0.0,0.2222222222222222,0.8181818181818182
90,4e0546e5-27a8-49e5-99dc-9c19edc4cf18,5,Ritorno,B,2,Y,N,2,"[1685, 3745, 5787, 7838, 8735, 9199, 9422, 10558, 12160, 13313, 15484, 15574, 16014, 19971, 21264, 21308, 21387, 21484, 27636, 30343, 32640, 35371, 36970, 39400, 39469, 43337, 44021, 46082, 46411, 46750, 49728, 51760, 53600, 55654, 55860, 57022, 59305, 59986, 61817, 64762, 66814, 67280, 69325, 70906, 72720, 72951]",0.7777777777777778,0.4444444444444444,0.7608695652173914
91,4e0546e5-27a8-49e5-99dc-9c19edc4cf18,5,Ritorno,B,2,Y,N,3,"[2043, 2944, 5723, 8778, 9011, 11193, 11472, 11741, 13337, 15156, 15289, 15597, 19772, 19965, 23040, 23079, 25446, 25535, 25657, 32238, 36921, 36963, 38906, 41519, 45502, 46408, 47376, 47947, 49833, 53547, 54038, 55863, 59415, 59499, 59575, 64881, 67143, 67215, 70623, 72391]",0.5555555555555556,0.7777777777777778,0.7
92,4e0546e5-27a8-49e5-99dc-9c19edc4cf18,5,Ritorno,B,2,Y,S,0,"[2087, 2371, 2525, 2980, 4816, 11095, 13349, 19315, 19978, 21193, 25470, 28090, 29704, 30373, 35697, 35855, 36933, 36971, 46450, 47401, 54054, 55934, 59514, 62569, 64473, 64920, 67728, 67807, 72238]",0.7777777777777778,0.6666666666666666,0.5517241379310345
93,4e0546e5-27a8-49e5-99dc-9c19edc4cf18,5,Ritorno,B,2,Y,S,1,"[1651, 1873, 2799, 2966, 7558, 13358, 13693, 23957, 25313, 35567, 45138, 49222, 54026, 72481]",0.3333333333333333,0.1111111111111111,0.7142857142857143
94,4e0546e5-27a8-49e5-99dc-9c19edc4cf18,5,Ritorno,B,2,Y,S,2,"[1526, 1704, 3289, 3757, 3954, 4649, 6010, 6691, 8737, 9420, 10575, 12136, 13324, 14672, 16931, 19995, 21022, 21192, 25471, 28527, 30353, 33294, 35155, 35360, 36940, 39462, 42185, 42854, 46088, 46773, 47644, 51758, 54496, 55933, 59302, 59975, 63876, 64763, 66810, 67494, 70903, 72739, 72961, 73629]",0.6666666666666666,0.7777777777777778,0.7045454545454546
95,4e0546e5-27a8-49e5-99dc-9c19edc4cf18,5,Ritorno,B,2,Y,S,3,"[1689, 2944, 7154, 10567, 12865, 13325, 15606, 15682, 18764, 19963, 26961, 30348, 32672, 32846, 33349, 35407, 36937, 38819, 38893, 45494, 47375, 49143, 54018, 55925, 59403, 62569, 64806, 66842, 67150, 71055, 72309, 72384]",0.7777777777777778,0.6666666666666666,0.59375
96,70d6f94b-1958-4d2c-af4c-abad020cc982,5,Ritorno,B,1,Y,N,0,"[2053, 2345, 2466, 2627, 2971, 4829, 10708, 10803, 11497, 13356, 19966, 25216, 25472, 25690, 30367, 36975, 39418, 46423, 46541, 54003, 54060, 55934, 62573, 64459, 64937, 72963]",0.7777777777777778,0.6666666666666666,0.5
97,70d6f94b-1958-4d2c-af4c-abad020cc982,5,Ritorno,B,1,Y,N,1,"[1680, 4098, 7508, 15015, 19992, 23903, 25265, 28679, 35505, 46427, 53959, 56014, 58742, 64226, 64903]",0.2222222222222222,0.3333333333333333,0.6666666666666666
98,70d6f94b-1958-4d2c-af4c-abad020cc982,5,Ritorno,B,1,Y,N,2,"[1548, 2936, 3602, 3829, 4511, 5867, 8369, 8602, 9057, 10416, 11104, 11332, 13152, 13352, 15377, 17249, 19303, 19974, 21164, 21214, 21359, 25441, 27485, 28466, 30337, 33180, 35872, 39774, 43186, 43869, 45933, 46160, 46610, 46837, 50713, 51627, 53449, 54044, 55497, 55706, 59153, 62571, 64395, 64612, 64922, 66669, 67349, 67801, 71208, 72783]",0.6666666666666666,0.8888888888888888,0.72
99,70d6f94b-1958-4d2c-af4c-abad020cc982,5,Ritorno,B,1,Y,N,3,"[1779, 2058, 2463, 2949, 5468, 6014, 8584, 9270, 11206, 11320, 11606, 12160, 13347, 14736, 15326, 19770, 19963, 24985, 25271, 25570, 25665, 27025, 27996, 32094, 36963, 41649, 44933, 45398, 45502, 47385, 51090, 51908, 53670, 54040, 59433, 59479, 62472, 62567, 70061, 71069, 72942]",0.3333333333333333,0.8888888888888888,0.7317073170731707
100,70d6f94b-1958-4d2c-af4c-abad020cc982,5,Ritorno,B,1,Y,S,0,"[2081, 2353, 2514, 2888, 2992, 4821, 13264, 13341, 19969, 28090, 29696, 30375, 36943, 38854, 43879, 47391, 54061, 55934, 62577, 64796, 64934, 67722, 67797, 72194]",0.6666666666666666,0.7777777777777778,0.4583333333333333
101,70d6f94b-1958-4d2c-af4c-abad020cc982,5,Ritorno,B,1,Y,S,1,"[1659, 1938, 2009, 2968, 7506, 8872, 13362, 13626, 15640, 20962, 21229, 23896, 25247, 28677, 35506, 41644, 45067, 45510, 53959, 54036]",0.4444444444444444,0.1111111111111111,0.75
102,70d6f94b-1958-4d2c-af4c-abad020cc982,5,Ritorno,B,1,Y,S,2,"[1561, 1783, 3816, 4497, 5858, 8384, 8592, 9276, 10428, 11111, 11992, 13350, 15401, 19923, 19989, 20876, 21208, 21351, 23617, 29070, 30356, 32486, 35210, 35885, 37941, 38633, 40661, 41367, 43199, 43419, 46428, 48860, 50932, 51606, 52283, 53462, 53671, 54027, 55513, 55929, 59146, 59819, 62565, 64404, 64618, 67328, 67811, 69178, 70748, 72579, 72791, 73458]",0.5555555555555556,0.7777777777777778,0.7692307692307693
103,70d6f94b-1958-4d2c-af4c-abad020cc982,5,Ritorno,B,1,Y,S,3,"[1772, 1814, 2943, 4818, 12607, 13343, 15767, 19958, 21199, 24642, 25282, 26692, 27025, 28462, 29684, 30357, 32116, 32842, 35893, 36938, 38539, 38822, 42361, 45489, 47376, 49565, 52629, 54025, 62480, 62555, 64942, 71053, 72451]",0.8888888888888888,0.6666666666666666,0.5757575757575758
104,e10c6867-02ae-4489-a342-7c48009a361b,5,Ritorno,B,2,Z,N,0,"[2061, 2379, 2619, 4796, 11101, 13304, 15443, 19517, 19990, 20882, 21174, 21271, 25664, 30322, 36301, 36987, 38867, 47364, 54005, 55908, 64450, 67101, 67724, 72942]",0.8888888888888888,0.5555555555555556,0.4583333333333333
105,e10c6867-02ae-4489-a342-7c48009a361b,5,Ritorno,B,2,Z,N,1,"[1662, 1897, 2105, 13352, 21191, 30359, 38973, 49221, 60185, 62923, 67691]",0.3333333333333333,0.1111111111111111,0.6363636363636364
106,e10c6867-02ae-4489-a342-7c48009a361b,5,Ritorno,B,2,Z,N,2,"[2606, 3936, 4810, 10076, 12144, 13325, 16902, 16945, 18991, 20873, 20962, 21210, 25092, 26494, 28524, 30339, 32602, 34672, 36035, 40820, 42887, 44219, 46993, 47369, 47674, 49711, 52448, 55918, 59309, 59995, 62710, 63410, 64457, 64762, 69512, 71597, 72947]",0.7777777777777778,0.3333333333333333,0.7297297297297297
